cd_plano_conta_rel,ds_plano_conta,nivel,vl_abr,vl_abr_f,vl_ago,vl_ago_f,vl_atualizado,vl_atualizado_f,vl_dez,vl_dez_f,vl_fev,vl_fev_f,vl_jan,vl_jan_f,vl_jul,vl_jul_f,vl_jun,vl_jun_f,vl_mai,vl_mai_f,vl_mar,vl_mar_f,vl_nov,vl_nov_f,vl_out,vl_out_f,vl_periodo,vl_periodo_f,vl_previsto,vl_previsto_f,vl_set,vl_set_f,vl_total,vl_total_f
1.3.2.1.01.0.1.01.50,AP (C) 00993 - PMS/FSS - CONTIB VOLUNTARIAS CJZN,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.3.2.1.01.0.1.01.51,AP CIP - CONTRIB. CUSTEIO DE ILUMINAÇÃO PUBLICA,9,"R$ 257.866,65",257866.65,"R$ 392.456,29",392456.29,"R$ 1.535.000,00",1535000,"R$ 0,00",0,"R$ 228.451,00",228451,"R$ 259.511,43",259511.43,"R$ 420.932,19",420932.19,"R$ 345.559,57",345559.57,"R$ 363.765,68",363765.68,"R$ 210.185,63",210185.63,"R$ 386.430,11",386430.11,"R$ 456.755,09",456755.09,,0,"R$ 1.535.000,00",1535000,"R$ 426.336,40",426336.4,"R$ 3.748.250,04",3748250.04
1.3.2.1.01.0.1.01.52,AP ARRECADAÇÃO IPTU 2019,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.3.2.1.01.0.1.01.53,AP FUNDURB - IMPACTO DE VIZINHANÇA MEDIDAS MITIGADORAS,9,"R$ 134.397,32",134397.32,"R$ 139.307,94",139307.94,"R$ 0,00",0,"R$ 0,00",0,"R$ 186.004,48",186004.48,"R$ 200.811,29",200811.29,"R$ 157.319,45",157319.45,"R$ 138.225,51",138225.51,"R$ 140.672,03",140672.03,"R$ 153.977,57",153977.57,"R$ 124.410,33",124410.33,"R$ 155.981,72",155981.72,,0,"R$ 0,00",0,"R$ 147.590,41",147590.41,"R$ 1.678.698,05",1678698.05
1.3.2.1.01.0.1.01.54,AP SEDURB TERMO DE COMPROMISSO,9,"R$ 5.414,84",5414.84,"R$ 6.364,89",6364.89,"R$ 0,00",0,"R$ 0,00",0,"R$ 5.053,69",5053.69,"R$ 5.954,44",5954.44,"R$ 6.823,35",6823.35,"R$ 5.968,54",5968.54,"R$ 6.009,09",6009.09,"R$ 4.954,99",4954.99,"R$ 6.042,22",6042.22,"R$ 7.197,27",7197.27,,0,"R$ 0,00",0,"R$ 6.761,40",6761.4,"R$ 66.544,72",66544.72
1.3.2.1.01.0.1.01.55,AP FUNDURB OUTORGA ONEROSA,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.3.2.1.01.0.1.01.61,AP APLICAÇÃO PMS/ MERENDA ESTADUAL,9,"R$ 8.260,25",8260.25,"R$ 744,41",744.41,"R$ 28.000,00",28000,"R$ 0,00",0,"R$ 3.375,42",3375.42,"R$ 3.821,53",3821.53,"R$ 1.813,46",1813.46,"R$ 1.623,05",1623.05,"R$ 3.018,37",3018.37,"R$ 7.320,76",7320.76,"R$ 583,43",583.43,"R$ 298,37",298.37,,0,"R$ 28.000,00",28000,"R$ 87,92",87.92,"R$ 30.946,97",30946.97
1.3.2.1.01.0.1.01.62,AP CONVÊNIO ESTADUAL 278/19,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.3.2.1.01.0.1.01.63,AP RECURSO ESTADUAL - AQUISIÇÃO DE EQUIPAMENTOS ODONTOLÓGICO - 01,9,"R$ 42.369,94",42369.94,"R$ 28.908,88",28908.88,"R$ 6.000,00",6000,"R$ 0,00",0,"R$ 32.892,15",32892.15,"R$ 23.624,70",23624.7,"R$ 46.483,91",46483.91,"R$ 40.701,66",40701.66,"R$ 33.978,06",33978.06,"R$ 40.577,30",40577.3,"R$ 10.050,41",10050.41,"R$ 16.944,52",16944.52,,0,"R$ 6.000,00",6000,"R$ 32.802,16",32802.16,"R$ 349.333,69",349333.69
1.3.2.1.01.0.1.01.64,AP CONV FNDE PROGR ACOES ARTICULADAS PAR,9,"R$ 0,82",0.82,"R$ 0,95",0.95,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,74",0.74,"R$ 0,73",0.73,"R$ 1,03",1.03,"R$ 0,88",0.88,"R$ 0,89",0.89,"R$ 0,73",0.73,"R$ 0,88",0.88,"R$ 1,06",1.06,,0,"R$ 0,00",0,"R$ 1,00",1,"R$ 9,71",9.71
1.3.2.1.01.0.1.01.65,AP CONVÊNIO ESTADUAL 677/17 - REFORMA DA UBS RÁDIO CLUBE,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.3.2.1.01.0.1.01.66,AP DADE CONVÊNIO ESTADUAL 1253/18,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.3.2.1.01.0.1.01.67,AP PMS/CALÇADA PARA TODOS - ETAPA 1,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.3.2.1.01.0.1.01.68,AP AMPLIACAO DE MONIT URBANO 5 ETAPA - ACESSO PRAIA FDMBS 10/2015,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.3.2.1.01.0.1.01.69,AP BNDES 128A/2017 - CCO 3ª ETAPA,9,"R$ 552,00",552,"R$ 641,07",641.07,"R$ 0,00",0,"R$ 0,00",0,"R$ 497,93",497.93,"R$ 493,56",493.56,"R$ 695,78",695.78,"R$ 590,56",590.56,"R$ 604,61",604.61,"R$ 491,79",491.79,"R$ 596,27",596.27,"R$ 714,53",714.53,,0,"R$ 0,00",0,"R$ 677,41",677.41,"R$ 6.555,51",6555.51
1.3.2.1.01.0.1.01.70,AP PROG. MOV. PAULISTA DE SEG. NO TRÂNSITO - EQUIP,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.3.2.1.01.0.1.01.71,AP PROG. MOV. PAULISTA DE SEG. NO TRÂNSITO - SERVIÇO,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.3.2.1.01.0.1.01.72,AP SETUR AGEM FDMBS 0004/2017 MANUTENÇÃO E CONSERVAÇÃO MUSEU PELÉ,9,"R$ 11,41",11.41,"R$ 13,25",13.25,"R$ 0,00",0,"R$ 0,00",0,"R$ 10,29",10.29,"R$ 10,20",10.2,"R$ 14,38",14.38,"R$ 12,20",12.2,"R$ 12,49",12.49,"R$ 10,16",10.16,"R$ 12,32",12.32,"R$ 14,77",14.77,,0,"R$ 0,00",0,"R$ 14,00",14,"R$ 135,47",135.47
1.3.2.1.01.0.1.01.73,AP (C) 00273 - RECEITAS DA SAUDE (CF/88 ART 198),9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.3.2.1.01.0.1.01.74,AP REFORMA REVITALIZAÇÃO CENTRO CULTURAL PATRICIA GALVÃO,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.3.2.1.01.0.1.01.75,AP REQUALIFICAÇÃO DA AV. MOURA RIBEIRO,9,"R$ 103,58",103.58,"R$ 120,30",120.3,"R$ 0,00",0,"R$ 0,00",0,"R$ 93,44",93.44,"R$ 92,63",92.63,"R$ 130,57",130.57,"R$ 110,83",110.83,"R$ 113,46",113.46,"R$ 92,29",92.29,"R$ 8,28",8.28,"R$ 242,04",242.04,,0,"R$ 0,00",0,"R$ 113,67",113.67,"R$ 1.221,09",1221.09
1.3.2.1.01.0.1.01.76,AP DADE 014/18 REURB. LAGOA DA SAUDADE,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.3.2.1.01.0.1.01.77,AP DADE 09/18 - RESTAURO SL. PRINCESA ISABEL - PAÇO MUNICIPAL,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.3.2.1.01.0.1.01.78,AP DADE 008/18 CENTRO INTEGRADO DE MONITORAMENTO URBANO - 3ª ETAPA,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.3.2.1.01.0.1.01.79,AP REP PMS CRECHE MORRO SÃO BENTO,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.3.2.1.01.0.1.01.80,AP REP PMS CRECHE MORRO DA PENHA,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.3.2.1.01.0.1.01.81,AP FNDE 11/2018 - APOIO FINANCEIRO AOS MUNICIPIOS,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.3.2.1.01.0.1.01.82,AP AGEM - EQUIPAMENTOS UPA ZONA LESTE,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.3.2.1.01.0.1.01.83,AP CONVÊNIO ESTADUAL 721/19,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.3.2.1.01.0.1.01.84,AP CONVÊNIO ESTADUAL 0646/19 DESPESA DE CUSTEIO,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.3.2.1.01.0.1.01.85,AP AGEM - EQUIPAMENTOS POLICLINICA DO JABAQUARA,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.3.2.1.01.0.1.01.86,AP CONVENIO ESTADUAL 237/20,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 215,65",215.65,"R$ 248,69",248.69,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 464,34",464.34
1.3.2.1.01.0.1.01.87,AP MULTAS / RESTITUIÇÕES - SAÚDE,9,"R$ 26.457,39",26457.39,"R$ 31.115,37",31115.37,"R$ 64.000,00",64000,"R$ 0,00",0,"R$ 24.684,64",24684.64,"R$ 26.319,79",26319.79,"R$ 33.356,54",33356.54,"R$ 29.177,77",29177.77,"R$ 29.376,00",29376,"R$ 24.202,63",24202.63,"R$ 21.234,01",21234.01,"R$ 35.450,03",35450.03,,0,"R$ 64.000,00",64000,"R$ 33.053,73",33053.73,"R$ 314.427,90",314427.9
1.3.2.1.01.0.1.01.88,AP RESERVA SALARIO,9,"R$ 2.523.387,66",2523387.66,"R$ 673.285,93",673285.93,"R$ 5.097.000,00",5097000,"R$ 0,00",0,"R$ 2.126.993,74",2126993.74,"R$ 265.909,86",265909.86,"R$ 1.793.739,19",1793739.19,"R$ 1.139.903,82",1139903.82,"R$ 1.369.532,07",1369532.07,"R$ 0,00",0,"R$ 201.287,54",201287.54,"R$ 245.616,87",245616.87,,0,"R$ 5.097.000,00",5097000,"R$ 501.808,63",501808.63,"R$ 10.841.465,31",10841465.31
1.3.2.1.01.0.1.01.89,AP FEDERAL - CUSTEIO DAS AÇÕES DE SAÚDE,9,"R$ 66.257,49",66257.49,"R$ 76.121,85",76121.85,"R$ 10.000,00",10000,"R$ 0,00",0,"R$ 58.833,44",58833.44,"R$ 38.715,84",38715.84,"R$ 68.292,73",68292.73,"R$ 59.549,11",59549.11,"R$ 45.413,59",45413.59,"R$ 53.158,74",53158.74,"R$ 36.177,04",36177.04,"R$ 59.805,96",59805.96,,0,"R$ 10.000,00",10000,"R$ 61.097,33",61097.33,"R$ 623.423,12",623423.12
1.3.2.1.01.0.1.01.90,AP FEDERAL - INVESTIMENTO NA REDE DE SAÚDE,9,"R$ 45.224,15",45224.15,"R$ 37.207,14",37207.14,"R$ 2.000,00",2000,"R$ 0,00",0,"R$ 37.016,71",37016.71,"R$ 40.209,56",40209.56,"R$ 39.887,16",39887.16,"R$ 34.890,24",34890.24,"R$ 35.127,27",35127.27,"R$ 29.820,99",29820.99,"R$ 35.320,93",35320.93,"R$ 74.257,73",74257.73,,0,"R$ 2.000,00",2000,"R$ 39.525,07",39525.07,"R$ 448.486,95",448486.95
1.3.2.1.01.0.1.01.91,AP ARRECADAÇÃO IPTU,9,"R$ 19,22",19.22,"R$ 22,31",22.31,"R$ 64.000,00",64000,"R$ 0,00",0,"R$ 17,42",17.42,"R$ 17,32",17.32,"R$ 24,11",24.11,"R$ 20,46",20.46,"R$ 21,01",21.01,"R$ 17,17",17.17,"R$ 21,94",21.94,"R$ 25,92",25.92,,0,"R$ 64.000,00",64000,"R$ 23,77",23.77,"R$ 230,65",230.65
1.3.2.1.01.0.1.01.92,AP  FUNDURB - OUTORGA ONEROSA - LEI 1006/18,9,"R$ 142.372,06",142372.06,"R$ 120.129,38",120129.38,"R$ 0,00",0,"R$ 0,00",0,"R$ 131.543,41",131543.41,"R$ 140.726,29",140726.29,"R$ 189.920,97",189920.97,"R$ 165.001,04",165001.04,"R$ 161.653,29",161653.29,"R$ 130.031,53",130031.53,"R$ 110.245,24",110245.24,"R$ 136.710,69",136710.69,,0,"R$ 0,00",0,"R$ 128.427,12",128427.12,"R$ 1.556.761,02",1556761.02
1.3.2.1.01.0.1.01.93,AP INVESTIMENTO SANTOSCOVIDACO 96746-7,9,"R$ 10,58",10.58,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 10,61",10.61,"R$ 10,51",10.51,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 40,48",40.48,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 72,18",72.18
1.3.2.1.01.0.1.01.94,AP INVESTIMENTO SANTOSCODALI 96747-5,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.3.2.1.01.0.1.01.95,AP INVESTIMENTO SANTOSCOVIDEPI 96748-3,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.3.2.1.01.0.1.01.96,AP CONV. ESTADUAL 1250/18 DESPESAS DE CUSTEIO/ INVESTIMENTO,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.3.2.1.01.0.1.01.97,AP CONDESB 10/2019 MONIT. UPA Z. LESTE POLIC JABAQUARA,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.3.2.1.01.0.1.01.98,AP   FEHIDRO 28/19 PROJETO ÁGUA VIVA ITINERANTE ED.AMBIENTAL,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.3.2.1.01.0.1.01.99,AP REP DADE - CASA DO TREM BÉLICO,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.3.2.1.01.0.1.02,Remuneração de Depósitos Bancários - Principal,8,"R$ 949.067,40",949067.4,"R$ 851.164,42",851164.42,"R$ 643.000,00",643000,"R$ 0,00",0,"R$ 698.921,57",698921.57,"R$ 821.849,50",821849.5,"R$ 877.923,30",877923.3,"R$ 826.083,16",826083.16,"R$ 868.968,97",868968.97,"R$ 534.952,05",534952.05,"R$ 834.604,18",834604.18,"R$ 898.001,01",898001.01,,0,"R$ 643.000,00",643000,"R$ 858.875,58",858875.58,"R$ 9.020.411,14",9020411.14
1.3.2.1.01.0.1.02.01,AP REP RESTAURO DO CENTRO DE CULTURA PATRICIA GALVAO - 1º ETAPA,9,"R$ 28,15",28.15,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 25,40",25.4,"R$ 25,18",25.18,"R$ 35,48",35.48,"R$ 30,13",30.13,"R$ 30,84",30.84,"R$ 25,08",25.08,"R$ 30,41",30.41,"R$ 36,45",36.45,,0,"R$ 0,00",0,"R$ 34,55",34.55,"R$ 301,67",301.67
1.3.2.1.01.0.1.02.02,AP REP REQUALIFICAÇÃO URBANA DA AVENIDA WASHINGTON LUIS,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.3.2.1.01.0.1.02.03,AP SEMAM PROGRAMA CONTROLE POP CÃES E GATOS,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.3.2.1.01.0.1.02.04,AP REPASSE FEDERAL EXECUCAO DE ACOES DA DEFESA CIVIL,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.3.2.1.01.0.1.02.05,AP DADE 043/18 REVITALIZAÇAO ESCADARIA MORRO MONTE SERRAT,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.3.2.1.01.0.1.02.06,AP DADE - REURBANIZAÇÃO DO EMISSÁRIO - MUSEU DO SURF,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.3.2.1.01.0.1.02.07,AP SIGTV ESTRUTURAÇÃO INVESTIMENTO SEDS,9,"R$ 1.614,76",1614.76,"R$ 524,64",524.64,"R$ 0,00",0,"R$ 0,00",0,"R$ 1.456,59",1456.59,"R$ 1.443,84",1443.84,"R$ 0,00",0,"R$ 0,00",0,"R$ 1.514,20",1514.2,"R$ 1.438,65",1438.65,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 7.992,68",7992.68
1.3.2.1.01.0.1.02.08,AP DADE 236/2017 - ADAPTAÇÃO E RESTAURO DO BONDE JAPONÊS,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.3.2.1.01.0.1.02.09,AP DADE 06/18 - M. NASCIMENTO - NOVAS FACHADAS GINÁSIOS 4ª ETAPA,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.3.2.1.01.0.1.02.10,AP FUNDURB - PTIV 01/2018,9,"R$ 262.288,89",262288.89,"R$ 319.958,49",319958.49,"R$ 0,00",0,"R$ 0,00",0,"R$ 279.687,14",279687.14,"R$ 301.814,14",301814.14,"R$ 355.563,50",355563.5,"R$ 320.430,35",320430.35,"R$ 323.738,72",323738.72,"R$ 255.805,47",255805.47,"R$ 286.888,86",286888.86,"R$ 358.955,79",358955.79,,0,"R$ 0,00",0,"R$ 323.879,01",323879.01,"R$ 3.389.010,36",3389010.36
1.3.2.1.01.0.1.02.11,AP DADE 010/18 AMPLIACAO TORRE DOS JURADOS,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
